sample_id,label,mode,l2,cos_dist,relative,n_tokens_base,n_tokens_steered
12,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
13,unanswerable,oracle_gate,0.4864419102668762,0.0010684728622436523,0.04632681,48,48
14,answerable,oracle_gate,0.0,0.0,0.0,48,48
15,unanswerable,oracle_gate,0.7530413866043091,0.0027216076850891113,0.07372951,48,48
16,unanswerable,oracle_gate,4.820621013641357,0.11471056938171387,0.5038805,48,48
17,unanswerable,oracle_gate,1.7029569149017334,0.012801945209503174,0.16069247,48,48
18,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
19,unanswerable,oracle_gate,3.4880545139312744,0.0555797815322876,0.3314042,48,48
20,unanswerable,oracle_gate,7.458130359649658,0.26959818601608276,0.71750796,48,48
21,unanswerable,oracle_gate,1.8683863878250122,0.016327321529388428,0.18009232,48,48
22,unanswerable,oracle_gate,3.34954571723938,0.05028480291366577,0.3304386,48,48
23,unanswerable,oracle_gate,3.4855010509490967,0.05561649799346924,0.33508348,48,48
24,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
25,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
26,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
27,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
28,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
29,unanswerable,oracle_gate,3.6989798545837402,0.06421548128128052,0.36186165,48,48
30,answerable,oracle_gate,0.0,0.0,0.0,48,48
31,unanswerable,oracle_gate,2.2621304988861084,0.02387183904647827,0.22255798,48,48
32,unanswerable,oracle_gate,0.2136450856924057,0.00019538402557373047,0.019778932,48,48
33,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
34,unanswerable,oracle_gate,3.182785987854004,0.04780697822570801,0.3067246,48,48
35,unanswerable,oracle_gate,2.5182130336761475,0.029333949089050293,0.24437286,48,48
36,unanswerable,oracle_gate,1.993897557258606,0.01903855800628662,0.19474775,48,48
37,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
38,unanswerable,oracle_gate,4.38010835647583,0.08283710479736328,0.40500635,48,48
39,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
40,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
41,unanswerable,oracle_gate,8.22659683227539,0.30026406049728394,0.7569394,48,48
42,answerable,oracle_gate,0.0,0.0,0.0,48,48
43,unanswerable,oracle_gate,1.6788157224655151,0.012965500354766846,0.16083218,48,48
44,unanswerable,oracle_gate,2.947929620742798,0.04568368196487427,0.30106702,48,48
45,unanswerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
46,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
47,answerable,oracle_gate,0.0,0.0,0.0,48,48
48,unanswerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
49,unanswerable,oracle_gate,5.89618444442749,0.15707367658615112,0.5900936,48,48
50,unanswerable,oracle_gate,1.3835688829421997,0.009536206722259521,0.13839236,48,48
51,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
52,answerable,oracle_gate,0.0,5.960464477539063e-08,0.0,48,48
53,unanswerable,oracle_gate,3.3806869983673096,0.05655968189239502,0.3325564,48,48
54,unanswerable,oracle_gate,2.3133962154388428,0.024495303630828857,0.21998322,48,48
55,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
56,answerable,oracle_gate,0.0,0.0,0.0,48,48
57,unanswerable,oracle_gate,1.5498661994934082,0.010735630989074707,0.14629906,48,48
58,answerable,oracle_gate,0.0,0.0,0.0,48,48
59,answerable,oracle_gate,0.0,-1.1920928955078125e-07,0.0,48,48
0,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
1,answerable,entropy_gate,1.899963617324829,0.016441047191619873,0.18091398,48,48
2,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
3,answerable,entropy_gate,3.471687078475952,0.056190550327301025,0.35059524,48,48
4,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
5,answerable,entropy_gate,2.0155162811279297,0.02212655544281006,0.21012962,48,48
6,answerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
7,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
8,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
9,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
10,answerable,entropy_gate,0.0,0.0,0.0,48,48
11,answerable,entropy_gate,0.0,0.0,0.0,48,48
12,answerable,entropy_gate,2.9791860580444336,0.04030996561050415,0.2872128,48,48
13,unanswerable,entropy_gate,0.0,0.0,0.0,48,48
14,answerable,entropy_gate,0.0,0.0,0.0,48,48
15,unanswerable,entropy_gate,0.4978294372558594,0.0011883378028869629,0.048741966,48,48
16,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
17,unanswerable,entropy_gate,0.6181581616401672,0.0016872286796569824,0.058329932,48,48
18,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
19,unanswerable,entropy_gate,3.4880545139312744,0.0555797815322876,0.3314042,48,48
20,unanswerable,entropy_gate,2.476738929748535,0.028065621852874756,0.23827419,48,48
21,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
22,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
23,unanswerable,entropy_gate,0.0,0.0,0.0,48,48
24,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
25,answerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
26,answerable,entropy_gate,1.093382477760315,0.005915999412536621,0.10861456,48,48
27,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
28,answerable,entropy_gate,0.3529736399650574,0.0007246732711791992,0.038065523,48,48
29,unanswerable,entropy_gate,3.0215418338775635,0.04372286796569824,0.29558963,48,48
30,answerable,entropy_gate,0.9662660360336304,0.004664301872253418,0.09671632,48,48
31,unanswerable,entropy_gate,2.2389721870422363,0.023391366004943848,0.22027956,48,48
32,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
33,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
34,unanswerable,entropy_gate,0.0,0.0,0.0,48,48
35,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
36,unanswerable,entropy_gate,0.0,0.0,0.0,48,48
37,answerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
38,unanswerable,entropy_gate,4.138681888580322,0.07443046569824219,0.38268286,48,48
39,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
40,answerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
41,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
42,answerable,entropy_gate,0.0,0.0,0.0,48,48
43,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
44,unanswerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
45,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
46,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
47,answerable,entropy_gate,0.0,0.0,0.0,48,48
48,unanswerable,entropy_gate,2.6972274780273438,0.03388333320617676,0.25891727,48,48
49,unanswerable,entropy_gate,2.2218434810638428,0.024685561656951904,0.22236341,48,48
50,unanswerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
51,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
52,answerable,entropy_gate,0.0,5.960464477539063e-08,0.0,48,48
53,unanswerable,entropy_gate,3.162663459777832,0.04815620183944702,0.31110954,48,48
54,unanswerable,entropy_gate,2.500906467437744,0.02868485450744629,0.23781377,48,48
55,answerable,entropy_gate,1.6966850757598877,0.012949526309967041,0.16136247,48,48
56,answerable,entropy_gate,0.0,0.0,0.0,48,48
57,unanswerable,entropy_gate,1.3746891021728516,0.008304774761199951,0.12976329,48,48
58,answerable,entropy_gate,0.7760345339775085,0.0032706260681152344,0.08123373,48,48
59,answerable,entropy_gate,0.0,-1.1920928955078125e-07,0.0,48,48
0,answerable,maxprob_gate,1.0840896368026733,0.00558161735534668,0.106916904,48,48
1,answerable,maxprob_gate,1.899963617324829,0.016441047191619873,0.18091398,48,48
2,unanswerable,maxprob_gate,0.0,5.960464477539063e-08,0.0,48,48
3,answerable,maxprob_gate,3.471687078475952,0.056190550327301025,0.35059524,48,48
4,unanswerable,maxprob_gate,0.0,5.960464477539063e-08,0.0,48,48
5,answerable,maxprob_gate,2.0155162811279297,0.02212655544281006,0.21012962,48,48
6,answerable,maxprob_gate,0.0,-1.1920928955078125e-07,0.0,48,48
7,unanswerable,maxprob_gate,3.744257688522339,0.06918865442276001,0.3667927,48,48
8,answerable,maxprob_gate,0.0,5.960464477539063e-08,0.0,48,48
9,unanswerable,maxprob_gate,0.0,-1.1920928955078125e-07,0.0,48,48
10,answerable,maxprob_gate,0.0,0.0,0.0,48,48
11,answerable,maxprob_gate,0.0,0.0,0.0,48,48
12,answerable,maxprob_gate,2.883768320083618,0.039057254791259766,0.2780139,48,48
13,unanswerable,maxprob_gate,0.10937380790710449,5.418062210083008e-05,0.01041633,48,48
14,answerable,maxprob_gate,0.0,0.0,0.0,48,48
15,unanswerable,maxprob_gate,0.7530413866043091,0.0027216076850891113,0.07372951,48,48
16,unanswerable,maxprob_gate,3.962517261505127,0.0826258659362793,0.4141863,48,48
17,unanswerable,maxprob_gate,0.6181581616401672,0.0016872286796569824,0.058329932,48,48
18,answerable,maxprob_gate,0.9472901821136475,0.004992127418518066,0.10005447,48,48
19,unanswerable,maxprob_gate,3.4880545139312744,0.0555797815322876,0.3314042,48,48
20,unanswerable,maxprob_gate,2.476738929748535,0.028065621852874756,0.23827419,48,48
21,unanswerable,maxprob_gate,0.0,-1.1920928955078125e-07,0.0,48,48
22,unanswerable,maxprob_gate,0.0,-1.1920928955078125e-07,0.0,48,48
