mode,l2_ans,l2_unans,rel_ans,rel_unans,cos_dist_ans,cos_dist_unans
open_loop,1.926306238770485,2.736735949416955,0.19264985620975494,0.2652287185192108,0.028894468148549398,0.053369009494781496
oracle_gate,0.0,2.736735949416955,0.0,0.2652287185192108,-5.960464477539063e-09,0.053369009494781496
entropy_gate,0.5083898266156515,0.9479102313518524,0.050494804978370667,0.09117566049098969,0.005419774850209554,0.012392659982045492
maxprob_gate,0.8552852948506673,1.3718925689657528,0.08579405397176743,0.1330970674753189,0.00999902884165446,0.021102939049402872
